"PatientID","EMTscore"
"TCGA-BL-A0C8-01A-11R-A10U-07",-2.42195991859457
"TCGA-BL-A13I-01A-11R-A13Y-07",4.8512396650047
"TCGA-BL-A13J-01A-11R-A10U-07",-0.701151440020819
"TCGA-BL-A13J-11A-13R-A10U-07",5.5952237480296
"TCGA-BL-A3JM-01A-12R-A21D-07",-0.67730869057495
"TCGA-BL-A5ZZ-01A-31R-A30C-07",3.02670603705129
"TCGA-BT-A0S7-01A-11R-A10U-07",-1.22721488075242
"TCGA-BT-A0YX-01A-11R-A10U-07",-1.79336553535604
"TCGA-BT-A20J-01A-11R-A14Y-07",-1.77057774083334
"TCGA-BT-A20N-01A-11R-A14Y-07",-1.68904786262515
"TCGA-BT-A20N-11A-11R-A14Y-07",5.76053948021241
"TCGA-BT-A20O-01A-21R-A14Y-07",4.94919352655062
"TCGA-BT-A20P-01A-11R-A14Y-07",-2.60438757835279
"TCGA-BT-A20Q-01A-11R-A14Y-07",0.104885130226334
"TCGA-BT-A20Q-11A-11R-A14Y-07",5.86893290768409
"TCGA-BT-A20R-01A-12R-A16R-07",0.603543100494024
"TCGA-BT-A20R-11A-11R-A16R-07",5.43753515672365
"TCGA-BT-A20T-01A-11R-A14Y-07",-0.458587444741335
"TCGA-BT-A20U-01A-11R-A14Y-07",-0.778958491050268
"TCGA-BT-A20U-11A-11R-A14Y-07",-2.76329769661597
"TCGA-BT-A20V-01A-11R-A14Y-07",-4.49158413113566
"TCGA-BT-A20W-01A-21R-A14Y-07",-1.58144262432705
"TCGA-BT-A20W-11A-11R-A14Y-07",1.09774602124115
"TCGA-BT-A20X-01A-11R-A16R-07",-0.223722794259533
"TCGA-BT-A2LA-01A-11R-A18C-07",1.68416412372929
"TCGA-BT-A2LA-11A-11R-A18C-07",-2.13862836455488
"TCGA-BT-A2LB-01A-11R-A18C-07",-0.0479792678531457
"TCGA-BT-A2LB-11A-11R-A18C-07",-2.28471840837291
"TCGA-BT-A2LD-01A-12R-A20F-07",-1.37196000332505
"TCGA-BT-A3PH-01A-11R-A220-07",-2.84620446040176
"TCGA-BT-A3PJ-01A-21R-A220-07",-0.542149019488138
"TCGA-BT-A3PK-01A-21R-A220-07",0.160925547682684
"TCGA-BT-A42C-01A-11R-A23N-07",-3.77755717656512
"TCGA-BT-A42E-01A-11R-A23W-07",-1.09544834747943
"TCGA-BT-A42F-01A-11R-A23W-07",-1.49282081893299
"TCGA-C4-A0EZ-01A-21R-A24X-07",-0.659818863247262
"TCGA-C4-A0F0-01A-12R-A10U-07",3.37872339333524
"TCGA-C4-A0F1-01A-11R-A034-07",-0.0868092017515547
"TCGA-C4-A0F6-01A-11R-A10U-07",-0.994833380846419
"TCGA-C4-A0F7-01A-11R-A084-07",-1.65437083393327
"TCGA-CF-A1HR-01A-11R-A13Y-07",-2.74939887175972
"TCGA-CF-A1HS-01A-11R-A13Y-07",-1.03585203070418
"TCGA-CF-A27C-01A-11R-A16R-07",-5.03063122059652
"TCGA-CF-A3MF-01A-12R-A21D-07",-3.27538607018454
"TCGA-CF-A3MG-01A-11R-A20F-07",-5.54028471479727
"TCGA-CF-A3MH-01A-11R-A20F-07",-4.34054052125738
"TCGA-CF-A3MI-01A-11R-A20F-07",-2.84532681450702
"TCGA-CF-A47S-01A-11R-A23W-07",-4.28562848081898
"TCGA-CF-A47T-01A-11R-A23W-07",-2.12949353964153
"TCGA-CF-A47V-01A-11R-A23W-07",-2.22342783853168
"TCGA-CF-A47W-01A-11R-A23W-07",-3.43355754662245
"TCGA-CF-A47X-01A-31R-A23W-07",-4.02629248285219
"TCGA-CF-A47Y-01A-11R-A23W-07",-3.34924368707347
"TCGA-CF-A5U8-01A-11R-A28M-07",-3.98216858534277
"TCGA-CF-A5UA-01A-11R-A28M-07",-3.14183326830952
"TCGA-CF-A7I0-01A-22R-A352-07",-1.49310024811133
"TCGA-CF-A8HX-01A-11R-A36F-07",-3.38500474424368
"TCGA-CF-A8HY-01A-11R-A36F-07",-3.61855432137394
"TCGA-CF-A9FF-01A-11R-A38B-07",-1.98313895629423
"TCGA-CF-A9FH-01A-11R-A38B-07",-4.51805356694254
"TCGA-CF-A9FL-01A-11R-A38B-07",-0.847504635434651
"TCGA-CF-A9FM-01A-11R-A38B-07",-3.79564934771024
"TCGA-CU-A0YN-01A-21R-A10U-07",-0.0788017522147797
"TCGA-CU-A0YN-11A-11R-A10U-07",6.32543622776736
"TCGA-CU-A0YO-01A-11R-A10U-07",-1.90176588491188
"TCGA-CU-A0YR-01A-12R-A10U-07",-0.856891928625249
"TCGA-CU-A0YR-11A-13R-A10U-07",2.41875810062161
"TCGA-CU-A3KJ-01A-11R-A21D-07",-1.9083674928318
"TCGA-CU-A3QU-01A-11R-A22U-07",-4.91499853335053
"TCGA-CU-A3YL-01A-11R-A22U-07",-1.8084406275722
"TCGA-CU-A5W6-01A-11R-A28M-07",-2.45189771238129
"TCGA-CU-A72E-01A-12R-A33J-07",-0.469612262927638
"TCGA-DK-A1A3-01A-11R-A13Y-07",-0.896788150346044
"TCGA-DK-A1A5-01A-11R-A13Y-07",0.218061059820803
"TCGA-DK-A1A6-01A-11R-A13Y-07",-2.0970870596305
"TCGA-DK-A1A7-01A-11R-A13Y-07",-2.20133747787579
"TCGA-DK-A1AA-01A-11R-A13Y-07",-2.99493147675089
"TCGA-DK-A1AB-01A-11R-A13Y-07",1.24368215317722
"TCGA-DK-A1AC-01A-11R-A13Y-07",-0.868388844008486
"TCGA-DK-A1AD-01A-11R-A13Y-07",-1.68987658242516
"TCGA-DK-A1AE-01A-11R-A13Y-07",-1.50499230773748
"TCGA-DK-A1AF-01A-11R-A13Y-07",0.852825733257337
"TCGA-DK-A1AG-01A-11R-A13Y-07",-3.57816142723248
"TCGA-DK-A2HX-01A-12R-A18C-07",0.360213964579417
"TCGA-DK-A2I1-01A-11R-A180-07",0.627525595665501
"TCGA-DK-A2I2-01A-11R-A180-07",0.391333124437844
"TCGA-DK-A2I4-01A-11R-A21D-07",1.02665101411031
"TCGA-DK-A2I6-01A-12R-A18C-07",-1.31886326199923
"TCGA-DK-A3IK-01A-32R-A21D-07",-0.722179716109425
"TCGA-DK-A3IL-01A-11R-A20F-07",-1.58313742558962
"TCGA-DK-A3IM-01A-11R-A20F-07",-2.71206895793003
"TCGA-DK-A3IN-01A-11R-A20F-07",0.214280813895867
"TCGA-DK-A3IQ-01A-31R-A32Y-07",3.81105871380331
"TCGA-DK-A3IS-01A-21R-A21D-07",-4.12235016505172
"TCGA-DK-A3IT-01A-31R-A20F-07",-0.706365952986928
"TCGA-DK-A3IU-01A-11R-A20F-07",1.10074036157749
"TCGA-DK-A3IV-01A-22R-A21D-07",-4.2696448023237
"TCGA-DK-A3WW-01A-22R-A23N-07",-0.886515838868064
"TCGA-DK-A3WX-01A-22R-A22U-07",0.262377067953766
"TCGA-DK-A3WY-01A-11R-A22U-07",2.14066151992806
"TCGA-DK-A3X1-01A-12R-A22U-07",-1.09612428385642
"TCGA-DK-A3X2-01A-11R-A22U-07",-3.20045929645454
"TCGA-DK-A6AV-01A-12R-A30C-07",-2.61745532738944
"TCGA-DK-A6AW-01A-11R-A30C-07",-2.37462354618977
"TCGA-DK-A6B0-01A-11R-A31N-07",-3.97500247791311
"TCGA-DK-A6B1-01A-12R-A30C-07",-2.89449206879573
"TCGA-DK-A6B2-01A-11R-A30C-07",-0.397380967491696
"TCGA-DK-A6B5-01A-11R-A31N-07",-2.19129589985536
"TCGA-DK-A6B6-01A-11R-A30C-07",-4.38742759932116
"TCGA-DK-AA6L-01A-11R-A39I-07",-1.98999769309241
"TCGA-DK-AA6M-01A-11R-A39I-07",0.0250972144505983
"TCGA-DK-AA6P-01A-11R-A39I-07",-3.55723741822881
"TCGA-DK-AA6Q-01A-11R-A39I-07",-3.35152161416428
"TCGA-DK-AA6R-01A-11R-A42T-07",-1.34041124125948
"TCGA-DK-AA6S-01A-21R-A39I-07",1.18116102807771
"TCGA-DK-AA6T-01A-11R-A39I-07",0.854437322037554
"TCGA-DK-AA6U-01A-11R-A39I-07",-3.81271100129018
"TCGA-DK-AA6W-01A-12R-A39I-07",-1.51513667163903
"TCGA-DK-AA6X-01A-12R-A42T-07",-1.88134494390338
"TCGA-DK-AA71-01A-31R-A39I-07",-2.62159601077049
"TCGA-DK-AA74-01A-11R-A39I-07",2.52103411835689
"TCGA-DK-AA75-01A-11R-A39I-07",-4.00974880119729
"TCGA-DK-AA76-01A-11R-A39I-07",-4.4707494150191
"TCGA-DK-AA77-01A-11R-A39I-07",-3.77857404878753
"TCGA-E5-A2PC-01A-11R-A206-07",-3.5246840893439
"TCGA-E5-A4TZ-01A-11R-A31N-07",-4.73453394621827
"TCGA-E5-A4U1-01A-11R-A31N-07",-4.15589628959236
"TCGA-E7-A3X6-01A-12R-A22U-07",-1.68669647559946
"TCGA-E7-A3Y1-01A-11R-A22U-07",-2.40659366713282
"TCGA-E7-A4IJ-01A-31R-A26T-07",-3.16319377476205
"TCGA-E7-A4XJ-01A-11R-A26T-07",-2.53430790510586
"TCGA-E7-A519-01A-11R-A26T-07",-2.13958698414483
"TCGA-E7-A541-01A-11R-A26T-07",-2.35325537483057
"TCGA-E7-A5KE-01A-11R-A28M-07",-4.96073499919733
"TCGA-E7-A5KF-01A-11R-A28M-07",-5.92899445707052
"TCGA-E7-A677-01A-11R-A30C-07",-1.88484562083706
"TCGA-E7-A678-01A-11R-A30C-07",-4.43203467308283
"TCGA-E7-A6MD-01A-41R-A352-07",-0.512899515544467
"TCGA-E7-A6ME-01A-22R-A32O-07",-2.61559319402731
"TCGA-E7-A6MF-01A-12R-A32O-07",-4.66848490103744
"TCGA-E7-A7DU-01A-11R-A32O-07",-3.50992963563356
"TCGA-E7-A7DV-01A-11R-A33J-07",1.62700125755532
"TCGA-E7-A7PW-01A-11R-A352-07",-3.78418446020159
"TCGA-E7-A7XN-01A-11R-A352-07",-3.23086061517837
"TCGA-E7-A85H-01A-11R-A352-07",-1.59812789706232
"TCGA-E7-A8O7-01A-11R-A36F-07",-3.70959495085353
"TCGA-E7-A8O8-01A-11R-A36F-07",-3.03891632191689
"TCGA-E7-A97P-01A-11R-A38B-07",-0.269666385023074
"TCGA-E7-A97Q-01A-11R-A38B-07",-0.659805872355069
"TCGA-FD-A3B3-01A-12R-A206-07",0.956451085123762
"TCGA-FD-A3B4-01A-12R-A206-07",0.764697423162794
"TCGA-FD-A3B5-01A-11R-A20F-07",-0.986473674282159
"TCGA-FD-A3B6-01A-21R-A20F-07",-0.346563374768284
"TCGA-FD-A3B7-01A-31R-A20F-07",2.53260804357298
"TCGA-FD-A3B8-01A-31R-A20F-07",2.60837368926863
"TCGA-FD-A3N5-01A-11R-A21D-07",-1.65091734524709
"TCGA-FD-A3N6-01A-11R-A21D-07",-1.99970862723326
"TCGA-FD-A3NA-01A-11R-A21D-07",-0.801278426456388
"TCGA-FD-A3SJ-01A-12R-A22U-07",-0.750894686650827
"TCGA-FD-A3SL-01A-21R-A22U-07",0.732710849385327
"TCGA-FD-A3SM-01A-11R-A22U-07",-0.139680680762826
"TCGA-FD-A3SN-01A-12R-A22U-07",-0.549130706464469
"TCGA-FD-A3SO-01A-11R-A22U-07",0.538610290118486
"TCGA-FD-A3SP-01A-31R-A22U-07",2.78591995245419
"TCGA-FD-A3SQ-01A-21R-A22U-07",1.11231189948661
"TCGA-FD-A3SR-01A-11R-A22U-07",-0.92265526274177
"TCGA-FD-A3SS-01A-12R-A22U-07",-1.65496800845862
"TCGA-FD-A43N-01A-11R-A23W-07",-0.887816221299927
"TCGA-FD-A43P-01A-31R-A23W-07",-1.42301972385599
"TCGA-FD-A43S-01A-21R-A23W-07",0.332145433511068
"TCGA-FD-A43U-01A-11R-A23W-07",1.72587779309959
"TCGA-FD-A43X-01A-11R-A23W-07",-3.69865528171019
"TCGA-FD-A43Y-01A-21R-A26T-07",-0.015179441832128
"TCGA-FD-A5BR-01A-11R-A26T-07",-1.11064659217577
"TCGA-FD-A5BS-01A-21R-A26T-07",3.12269129413237
"TCGA-FD-A5BT-01A-11R-A26T-07",3.34646870343186
"TCGA-FD-A5BU-01A-31R-A26T-07",0.699432244653128
"TCGA-FD-A5BV-01A-11R-A26T-07",-2.12072500331215
"TCGA-FD-A5BX-01A-11R-A26T-07",4.52212426016457
"TCGA-FD-A5BY-01A-31R-A28M-07",-0.524793284980447
"TCGA-FD-A5BZ-01A-11R-A28M-07",1.51351293558709
"TCGA-FD-A5C0-01A-11R-A28M-07",-1.71134016399811
"TCGA-FD-A5C1-01A-11R-A28M-07",0.412731025489341
"TCGA-FD-A62N-01A-11R-A30C-07",2.11733322876633
"TCGA-FD-A62O-01A-11R-A30C-07",-1.84101277969035
"TCGA-FD-A62P-01A-32R-A30C-07",-0.690505995485022
"TCGA-FD-A62S-01A-11R-A30C-07",2.39923973276516
"TCGA-FD-A6TA-01A-12R-A33J-07",0.0303354072999742
"TCGA-FD-A6TB-01A-12R-A33J-07",-0.46027411044609
"TCGA-FD-A6TC-01A-21R-A33J-07",0.0982656677141804
"TCGA-FD-A6TD-01A-51R-A33J-07",0.512764394280369
"TCGA-FD-A6TE-01A-12R-A33J-07",-4.05666147623786
"TCGA-FD-A6TF-01A-52R-A32O-07",0.126057376971888
"TCGA-FD-A6TG-01A-11R-A32O-07",0.215923216932083
"TCGA-FD-A6TH-01A-11R-A32O-07",-0.255549683325842
"TCGA-FD-A6TI-01A-11R-A32O-07",-2.59038689187421
"TCGA-FD-A6TK-01A-42R-A33J-07",1.27161833918238
"TCGA-FJ-A3Z7-01A-12R-A23N-07",-0.506941939270744
"TCGA-FJ-A3Z9-01A-11R-A26T-07",-4.38900449539661
"TCGA-FJ-A3ZE-01A-11R-A23N-07",-4.37399759151852
"TCGA-FJ-A3ZF-01A-11R-A23N-07",-3.66560712407752
"TCGA-FJ-A871-01A-11R-A352-07",4.04212061121854
"TCGA-FT-A3EE-01A-11R-A206-07",-1.75497908139061
"TCGA-FT-A61P-01A-11R-A30C-07",0.778495440315266
"TCGA-G2-A2EC-01A-11R-A180-07",0.153210911745653
"TCGA-G2-A2EF-01A-12R-A18C-07",1.45121159942122
"TCGA-G2-A2EJ-01A-11R-A180-07",-3.51138630494783
"TCGA-G2-A2EK-01A-22R-A18C-07",-2.53340389640511
"TCGA-G2-A2EL-01A-12R-A18C-07",-1.98294176377078
"TCGA-G2-A2EO-01A-11R-A180-07",0.518818636850057
"TCGA-G2-A2ES-01A-11R-A180-07",-0.533236230190447
"TCGA-G2-A3IB-01A-11R-A20F-07",-3.13355681654569
"TCGA-G2-A3IE-01A-11R-A20F-07",-3.41495059538974
"TCGA-G2-A3VY-01A-11R-A22U-07",-4.89089759603886
"TCGA-G2-AA3B-01A-11R-A39I-07",-4.34729178605144
"TCGA-G2-AA3C-01A-21R-A39I-07",4.25501694145411
"TCGA-G2-AA3D-01A-11R-A39I-07",-4.72339356917881
"TCGA-G2-AA3F-01A-12R-A42T-07",-2.88838924193018
"TCGA-GC-A3BM-01A-11R-A22U-07",-3.2002530120477
"TCGA-GC-A3BM-11A-11R-A22U-07",-0.768465809948736
"TCGA-GC-A3I6-01A-11R-A20F-07",-1.0957828059946
"TCGA-GC-A3OO-01A-11R-A22U-07",-0.873442465551744
"TCGA-GC-A3RB-01A-12R-A220-07",-3.08149322202177
"TCGA-GC-A3RC-01A-11R-A22U-07",-0.719843038404212
"TCGA-GC-A3RD-01A-12R-A22U-07",-2.14175940809026
"TCGA-GC-A3WC-01A-31R-A22U-07",-1.14144927602336
"TCGA-GC-A3WC-11A-11R-A22U-07",1.05980150311242
"TCGA-GC-A3YS-01A-11R-A23N-07",0.961806153649448
"TCGA-GC-A4ZW-01A-11R-A26T-07",-3.77185214326054
"TCGA-GC-A6I1-01A-12R-A31N-07",-0.378276923860348
"TCGA-GC-A6I3-01A-11R-A31N-07",-0.486595070194781
"TCGA-GC-A6I3-11A-11R-A31N-07",0.303282563245336
"TCGA-GD-A2C5-01A-12R-A180-07",-1.32761452637333
"TCGA-GD-A2C5-11A-11R-A180-07",-1.9511364428372
"TCGA-GD-A3OP-01A-21R-A220-07",-1.10892584896027
"TCGA-GD-A3OP-11A-11R-A220-07",-1.61249550852669
"TCGA-GD-A3OQ-01A-32R-A220-07",-1.93937779634662
"TCGA-GD-A3OQ-11A-21R-A220-07",-0.387089868379325
"TCGA-GD-A3OS-01A-12R-A220-07",3.37768196201159
"TCGA-GD-A6C6-01A-21R-A31N-07",-2.04705330698583
"TCGA-GD-A76B-01A-11R-A32O-07",-3.39192014913952
"TCGA-GU-A42P-01A-11R-A23W-07",-3.67492571145204
"TCGA-GU-A42Q-01A-11R-A23W-07",-1.52371284843913
"TCGA-GU-A42R-01A-11R-A23N-07",-2.995641177604
"TCGA-GU-A762-01A-11R-A33J-07",1.37143070261592
"TCGA-GU-A763-01A-11R-A32O-07",-4.04919970010184
"TCGA-GU-A764-01A-11R-A352-07",-0.0315083088882258
"TCGA-GU-A766-01A-11R-A32O-07",-0.391141675888795
"TCGA-GU-A767-01A-11R-A32O-07",-1.34481774290403
"TCGA-GU-AATO-01A-11R-A39I-07",-1.33538796854487
"TCGA-GU-AATP-01A-11R-A39I-07",0.682652985885591
"TCGA-GU-AATQ-01A-11R-A39I-07",-1.63348725604201
"TCGA-GV-A3JV-01A-11R-A220-07",-1.11862959150457
"TCGA-GV-A3JW-01A-11R-A20F-07",-3.13107506581268
"TCGA-GV-A3JX-01A-11R-A20F-07",-2.7763493612338
"TCGA-GV-A3JZ-01A-11R-A21D-07",-0.905982067569189
"TCGA-GV-A3QF-01A-31R-A22U-07",-4.39256922818968
"TCGA-GV-A3QG-01A-11R-A220-07",1.08649154277969
"TCGA-GV-A3QH-01A-11R-A220-07",-4.56727884045964
"TCGA-GV-A3QI-01A-11R-A220-07",-2.56795526353988
"TCGA-GV-A3QK-01B-11R-A23N-07",-3.7258581235651
"TCGA-GV-A40E-01A-12R-A23N-07",-0.819034353755558
"TCGA-GV-A40G-01A-11R-A23N-07",-3.77315765785085
"TCGA-GV-A6ZA-01A-12R-A33J-07",-3.41423365554239
"TCGA-H4-A2HO-01A-11R-A180-07",-2.89322803816179
"TCGA-H4-A2HQ-01A-11R-A180-07",-3.40005526780041
"TCGA-HQ-A2OE-01A-11R-A206-07",-4.41732404047167
"TCGA-HQ-A2OF-01A-11R-A26T-07",-4.77675165739781
"TCGA-HQ-A5ND-01A-11R-A26T-07",-3.71825191212247
"TCGA-HQ-A5NE-01A-12R-A28M-07",-0.6624697454989
"TCGA-K4-A3WS-01A-11R-A22U-07",1.56222178437909
"TCGA-K4-A3WU-01B-11R-A23N-07",-0.793232151707326
"TCGA-K4-A3WV-01A-11R-A22U-07",-2.13943414450643
"TCGA-K4-A3WV-11A-21R-A22U-07",-2.71759644178034
"TCGA-K4-A4AB-01B-12R-A28M-07",-0.431454364119537
"TCGA-K4-A4AC-01A-21R-A26T-07",-1.02272731258945
"TCGA-K4-A54R-01A-11R-A26T-07",0.295573200797401
"TCGA-K4-A54R-11A-11R-A26T-07",-1.40618222174332
"TCGA-K4-A5RH-01A-11R-A30C-07",4.56597219082521
"TCGA-K4-A5RI-01A-11R-A28M-07",-0.79289674387495
"TCGA-K4-A5RI-11A-11R-A28M-07",0.915779627037134
"TCGA-K4-A5RJ-01A-11R-A28M-07",3.05928377902144
"TCGA-K4-A6FZ-01A-11R-A31N-07",-2.52668006410921
"TCGA-K4-A6MB-01A-11R-A31N-07",-1.07475733181641
"TCGA-K4-A83P-01A-11R-A352-07",0.624040978944327
"TCGA-K4-AAQO-01A-11R-A38B-07",-0.326318953985979
"TCGA-KQ-A41N-01A-11R-A33J-07",-2.20192070260984
"TCGA-KQ-A41O-01A-12R-A352-07",-4.83332210491101
"TCGA-KQ-A41P-01A-12R-A33J-07",-0.25233023070272
"TCGA-KQ-A41Q-01A-11R-A33J-07",-2.81415124708852
"TCGA-KQ-A41R-01A-21R-A352-07",-3.20846296449956
"TCGA-KQ-A41S-01A-12R-A33J-07",-0.0939032506115076
"TCGA-LC-A66R-01A-41R-A30C-07",-1.355823104296
"TCGA-LT-A5Z6-01A-11R-A28M-07",-3.7732898046276
"TCGA-LT-A8JT-01A-11R-A36F-07",-3.78563699562314
"TCGA-MV-A51V-01A-11R-A26T-07",-2.91296030381029
"TCGA-PQ-A6FI-01A-11R-A31N-07",-1.52965858661844
"TCGA-PQ-A6FN-01A-11R-A31N-07",-0.119944832994006
"TCGA-R3-A69X-01A-22R-A30C-07",-0.571390121018204
"TCGA-S5-A6DX-01A-11R-A31N-07",-0.780944475711001
"TCGA-S5-AA26-01A-11R-A38B-07",-3.33357963536307
